method: org.apache.fop.area.inline.TextArea.removeText:269784339
86288 -> 86289
86290 -> 86291
86288 -> 86292
86289 -> 86293
86291 -> 86294
86292 -> 86295
86293 -> 86296
86294 -> 86297
86295 -> 86298
86296 -> 86299
86297 -> 86300
86298 -> 86301
86299 -> 86302
86300 -> 86303
86301 -> 86304
86299 -> 86305
