method: org.apache.fop.fonts.base14.CourierBoldOblique.getWidth:635802405
484669 -> 484670
484671 -> 484672
484669 -> 484673
484670 -> 484674
484672 -> 484675
484673 -> 484676
484674 -> 484677
484675 -> 484678
484676 -> 484679
484677 -> 484680
484678 -> 484681
484679 -> 484682
484680 -> 484683
484681 -> 484684
484682 -> 484685
484683 -> 484686
484684 -> 484687
484685 -> 484688
484686 -> 484689
484687 -> 484690
484688 -> 484691
484689 -> 484692
484690 -> 484693
484691 -> 484694
484689 -> 484695
