method: org.apache.fop.fo.properties.SpacePropertyMaker.<init>:1036181701
419138 -> 419139
419140 -> 419141
419142 -> 419143
419139 -> 419144
419141 -> 419145
419143 -> 419146
419144 -> 419147
419145 -> 419148
419146 -> 419149
419147 -> 419150
419148 -> 419151
419149 -> 419152
419150 -> 419153
419151 -> 419154
419152 -> 419155
419150 -> 419156
