method: org.apache.fop.fo.properties.FixedLength.getNumericValue:1257172235
384514 -> 384515
384516 -> 384517
384518 -> 384519
384515 -> 384520
384517 -> 384521
384519 -> 384522
384520 -> 384523
384521 -> 384524
384522 -> 384525
384523 -> 384526
384524 -> 384527
384525 -> 384528
384526 -> 384529
384527 -> 384530
384528 -> 384531
384529 -> 384532
384530 -> 384533
384531 -> 384534
384529 -> 384535
