method: org.apache.fop.layoutmgr.FootnoteBodyLayoutManager.getFootnodeBodyFO:1323793311
1144055 -> 1144056
1144057 -> 1144058
1144055 -> 1144059
1144055 -> 1144060
1144056 -> 1144061
1144058 -> 1144062
1144059 -> 1144063
1144060 -> 1144064
1144061 -> 1144065
1144062 -> 1144066
1144063 -> 1144067
1144064 -> 1144068
1144065 -> 1144069
1144066 -> 1144070
1144067 -> 1144071
1144067 -> 1144072
1144069 -> 1144073
1144070 -> 1144074
1144072 -> 1144075
1144071 -> 1144076
1144071 -> 1144077
