method: org.apache.fop.fo.properties.CommonTextDecoration.hasOverline:442239179
378919 -> 378920
378921 -> 378922
378920 -> 378923
378922 -> 378924
378923 -> 378925
378924 -> 378926
378925 -> 378927
378926 -> 378928
378927 -> 378929
378928 -> 378930
378927 -> 378931
378928 -> 378932
378931 -> 378933
378932 -> 378934
378933 -> 378935
378934 -> 378936
378929 -> 378935
378930 -> 378936
378935 -> 378937
378936 -> 378938
378935 -> 378939
