method: org.apache.fop.area.AreaTreeParser$Handler$InlineMaker.<init>:1458626395
36922 -> 36923
36924 -> 36925
36926 -> 36927
36928 -> 36929
36923 -> 36930
36925 -> 36931
36927 -> 36932
36929 -> 36933
36930 -> 36934
36931 -> 36935
36932 -> 36936
36933 -> 36937
36934 -> 36938
36935 -> 36939
36936 -> 36940
36937 -> 36941
36938 -> 36942
36939 -> 36943
36940 -> 36944
36941 -> 36945
36942 -> 36946
36943 -> 36947
36944 -> 36948
36945 -> 36949
36942 -> 36950
