method: org.apache.fop.render.rtf.rtflib.rtfdoc.RtfTable.getITableColumnsInfo:276479781
2339057 -> 2339058
2339059 -> 2339060
2339057 -> 2339061
2339058 -> 2339062
2339060 -> 2339063
2339061 -> 2339064
2339062 -> 2339065
2339063 -> 2339066
2339064 -> 2339067
2339065 -> 2339068
2339066 -> 2339069
2339067 -> 2339070
2339067 -> 2339071
