method: org.apache.fop.fo.properties.CommonTextDecoration.getOverlineColor:1696657903
378997 -> 378998
378999 -> 379000
378997 -> 379001
378998 -> 379002
379000 -> 379003
379001 -> 379004
379002 -> 379005
379003 -> 379006
379004 -> 379007
379005 -> 379008
379006 -> 379009
379007 -> 379010
379007 -> 379011
