method: org.apache.fop.render.ps.ImageEncoderCCITTFax.<init>:1389084764
2124058 -> 2124059
2124060 -> 2124061
2124062 -> 2124063
2124059 -> 2124064
2124061 -> 2124065
2124063 -> 2124066
2124064 -> 2124067
2124065 -> 2124068
2124066 -> 2124069
2124067 -> 2124070
2124068 -> 2124071
2124069 -> 2124072
2124070 -> 2124073
2124071 -> 2124074
2124072 -> 2124075
2124073 -> 2124076
2124074 -> 2124077
2124075 -> 2124078
2124073 -> 2124079
