method: org.apache.fop.svg.PDFTranscoder$2.<init>:1800787615
2479650 -> 2479651
2479652 -> 2479653
2479654 -> 2479655
2479651 -> 2479656
2479653 -> 2479657
2479655 -> 2479658
2479656 -> 2479659
2479657 -> 2479660
2479658 -> 2479661
2479659 -> 2479662
2479660 -> 2479663
2479661 -> 2479664
2479662 -> 2479665
2479663 -> 2479666
2479664 -> 2479667
2479665 -> 2479668
2479666 -> 2479669
2479667 -> 2479670
2479665 -> 2479671
