method: org.apache.fop.render.rtf.rtflib.rtfdoc.RtfListStyle.writeLevelGroup:2105750116
2326971 -> 2326972
2326973 -> 2326974
2326975 -> 2326976
2326972 -> 2326977
2326974 -> 2326978
2326976 -> 2326979
2326977 -> 2326980
2326978 -> 2326981
2326979 -> 2326982
2326980 -> 2326983
2326981 -> 2326984
2326982 -> 2326985
2326980 -> 2326986
