method: org.apache.fop.render.afp.fonts.AFPFontReader$2.<init>:942456329
1778689 -> 1778690
1778691 -> 1778692
1778693 -> 1778694
1778690 -> 1778695
1778692 -> 1778696
1778694 -> 1778697
1778695 -> 1778698
1778696 -> 1778699
1778697 -> 1778700
1778698 -> 1778701
1778699 -> 1778702
1778700 -> 1778703
1778701 -> 1778704
1778702 -> 1778705
1778703 -> 1778706
1778704 -> 1778707
1778705 -> 1778708
1778706 -> 1778709
1778704 -> 1778710
