method: org.apache.fop.fo.properties.EnumProperty$Maker.checkEnumValues:226723101
383538 -> 383539
383540 -> 383541
383542 -> 383543
383538 -> 383544
383539 -> 383545
383541 -> 383546
383543 -> 383547
383544 -> 383548
383545 -> 383549
383546 -> 383550
383547 -> 383551
383548 -> 383552
383549 -> 383553
383550 -> 383554
383551 -> 383555
383553 -> 383556
383554 -> 383557
383555 -> 383558
383559 -> 383560
383556 -> 383561
383557 -> 383562
383558 -> 383563
383560 -> 383564
383560 -> 383565
