method: org.apache.fop.area.AreaTreeParser$Handler$ImageMaker.<init>:1578324024
35732 -> 35733
35734 -> 35735
35736 -> 35737
35738 -> 35739
35733 -> 35740
35735 -> 35741
35737 -> 35742
35739 -> 35743
35740 -> 35744
35741 -> 35745
35742 -> 35746
35743 -> 35747
35744 -> 35748
35745 -> 35749
35746 -> 35750
35747 -> 35751
35748 -> 35752
35749 -> 35753
35750 -> 35754
35751 -> 35755
35752 -> 35756
35753 -> 35757
35754 -> 35758
35755 -> 35759
35752 -> 35760
