method: org.apache.fop.fonts.Font.getDescender:610575678
775844 -> 775845
775846 -> 775847
775844 -> 775848
775845 -> 775849
775847 -> 775850
775848 -> 775851
775849 -> 775852
775850 -> 775853
775851 -> 775854
775852 -> 775855
775853 -> 775856
775854 -> 775857
775855 -> 775858
775856 -> 775859
775857 -> 775860
775858 -> 775861
775859 -> 775862
775860 -> 775863
775861 -> 775864
775862 -> 775865
775863 -> 775866
775864 -> 775867
775865 -> 775868
775866 -> 775869
775864 -> 775870
