method: org.apache.fop.fonts.base14.HelveticaBold.getEmbedFontName:1676156008
519686 -> 519687
519688 -> 519689
519686 -> 519690
519687 -> 519691
519689 -> 519692
519690 -> 519693
519691 -> 519694
519692 -> 519695
519694 -> 519696
519695 -> 519697
519698 -> 519699
519696 -> 519700
519697 -> 519701
519699 -> 519702
519699 -> 519703
