method: org.apache.fop.render.afp.AFPRenderer.stopRenderer:913975574
1730270 -> 1730271
1730272 -> 1730273
1730270 -> 1730274
1730271 -> 1730275
1730273 -> 1730276
1730274 -> 1730277
1730275 -> 1730278
1730276 -> 1730279
1730277 -> 1730280
1730278 -> 1730281
1730279 -> 1730282
1730280 -> 1730283
1730281 -> 1730284
1730282 -> 1730285
1730283 -> 1730286
1730281 -> 1730287
