method: org.apache.fop.layoutmgr.inline.AbstractGraphicsLayoutManager.<init>:1063595057
1144078 -> 1144079
1144080 -> 1144081
1144082 -> 1144083
1144079 -> 1144084
1144081 -> 1144085
1144083 -> 1144086
1144084 -> 1144087
1144085 -> 1144088
1144086 -> 1144089
1144087 -> 1144090
1144088 -> 1144091
1144089 -> 1144092
1144090 -> 1144093
1144091 -> 1144094
1144092 -> 1144095
1144093 -> 1144096
1144094 -> 1144097
1144095 -> 1144098
1144093 -> 1144099
