method: org.apache.fop.fo.flow.table.TableRow.getBlockProgressionDimension:1332132454
243937 -> 243938
243939 -> 243940
243937 -> 243941
243938 -> 243942
243940 -> 243943
243941 -> 243944
243942 -> 243945
243943 -> 243946
243944 -> 243947
243945 -> 243948
243946 -> 243949
243947 -> 243950
243947 -> 243951
