method: org.apache.fop.traits.BorderProps.hashCode:19953511
2596800 -> 2596801
2596802 -> 2596803
2596800 -> 2596804
2596801 -> 2596805
2596803 -> 2596806
2596804 -> 2596807
2596805 -> 2596808
2596806 -> 2596809
2596808 -> 2596810
2596809 -> 2596811
2596812 -> 2596813
2596810 -> 2596814
2596811 -> 2596815
2596813 -> 2596816
2596814 -> 2596817
2596815 -> 2596818
2596816 -> 2596819
2596817 -> 2596820
2596818 -> 2596821
2596819 -> 2596822
2596817 -> 2596823
