method: org.apache.fop.fo.flow.InstreamForeignObject.addChildNode:1958359599
196091 -> 196092
196093 -> 196094
196095 -> 196096
196092 -> 196097
196094 -> 196098
196096 -> 196099
196097 -> 196100
196098 -> 196101
196099 -> 196102
196100 -> 196103
196101 -> 196104
196102 -> 196105
196103 -> 196106
196104 -> 196107
196105 -> 196108
196103 -> 196109
