method: org.apache.fop.render.pdf.ImageRawJPEGAdapter.isInverted:910322615
2008580 -> 2008581
2008582 -> 2008583
2008580 -> 2008584
2008581 -> 2008585
2008583 -> 2008586
2008584 -> 2008587
2008585 -> 2008588
2008586 -> 2008589
2008588 -> 2008590
2008589 -> 2008591
2008592 -> 2008593
2008590 -> 2008594
2008591 -> 2008595
2008593 -> 2008596
2008594 -> 2008597
2008595 -> 2008598
2008596 -> 2008599
2008597 -> 2008600
2008598 -> 2008601
2008599 -> 2008602
2008597 -> 2008603
