method: org.apache.fop.fo.flow.Character.getCommonBorderPaddingBackground:528935217
190856 -> 190857
190858 -> 190859
190856 -> 190860
190857 -> 190861
190859 -> 190862
190860 -> 190863
190861 -> 190864
190862 -> 190865
190863 -> 190866
190864 -> 190867
190865 -> 190868
190866 -> 190869
190866 -> 190870
