method: org.apache.fop.fo.flow.ListBlock.getCommonBorderPaddingBackground:1250787580
197590 -> 197591
197592 -> 197593
197590 -> 197594
197591 -> 197595
197593 -> 197596
197594 -> 197597
197595 -> 197598
197596 -> 197599
197597 -> 197600
197598 -> 197601
197599 -> 197602
197600 -> 197603
197600 -> 197604
