method: org.apache.fop.fo.flow.Block.charIterator:1101303872
188415 -> 188416
188417 -> 188418
188415 -> 188419
188416 -> 188420
188418 -> 188421
188419 -> 188422
188420 -> 188423
188421 -> 188424
188423 -> 188425
188424 -> 188426
188427 -> 188428
188425 -> 188429
188426 -> 188430
188428 -> 188431
188428 -> 188432
