method: org.apache.fop.render.rtf.rtflib.rtfdoc.RtfHeader.writeFootnoteProperties:990374374
2322190 -> 2322191
2322192 -> 2322193
2322191 -> 2322194
2322193 -> 2322195
2322194 -> 2322196
2322195 -> 2322197
2322196 -> 2322198
2322197 -> 2322199
2322198 -> 2322200
2322199 -> 2322201
2322200 -> 2322202
2322201 -> 2322203
2322200 -> 2322204
