method: org.apache.fop.render.rtf.rtflib.tools.ImageUtil.isPercent:1221584480
2354791 -> 2354792
2354793 -> 2354794
2354792 -> 2354795
2354794 -> 2354796
2354795 -> 2354797
2354796 -> 2354798
2354797 -> 2354799
2354798 -> 2354800
2354799 -> 2354801
2354800 -> 2354802
2354799 -> 2354803
2354800 -> 2354804
2354803 -> 2354805
2354804 -> 2354806
2354803 -> 2354807
2354801 -> 2354805
2354802 -> 2354806
2354801 -> 2354807
