method: org.apache.fop.fonts.truetype.TTFSubSetFile.readShort:1533603514
883732 -> 883733
883734 -> 883735
883733 -> 883736
883735 -> 883737
883736 -> 883738
883737 -> 883739
883738 -> 883740
883739 -> 883741
883740 -> 883742
883741 -> 883743
883742 -> 883744
883743 -> 883745
883744 -> 883746
883745 -> 883747
883744 -> 883748
