method: org.apache.fop.render.rtf.rtflib.rtfdoc.RtfTable.getBorderAttributes:404178269
2339393 -> 2339394
2339395 -> 2339396
2339393 -> 2339397
2339394 -> 2339398
2339396 -> 2339399
2339397 -> 2339400
2339398 -> 2339401
2339399 -> 2339402
2339400 -> 2339403
2339401 -> 2339404
2339402 -> 2339405
2339403 -> 2339406
2339403 -> 2339407
