method: org.apache.fop.render.java2d.Java2DRenderer.closePath:808347713
1911998 -> 1911999
1912000 -> 1912001
1911998 -> 1912002
1911999 -> 1912003
1912001 -> 1912004
1912002 -> 1912005
1912003 -> 1912006
1912004 -> 1912007
1912005 -> 1912008
1912006 -> 1912009
1912007 -> 1912010
1912008 -> 1912011
1912009 -> 1912012
1912010 -> 1912013
1912011 -> 1912014
1912009 -> 1912015
