method: org.apache.fop.render.rtf.rtflib.rtfdoc.RtfText.getTextAttributes:2013546334
2348688 -> 2348689
2348690 -> 2348691
2348688 -> 2348692
2348689 -> 2348693
2348691 -> 2348694
2348692 -> 2348695
2348693 -> 2348696
2348694 -> 2348697
2348695 -> 2348698
2348696 -> 2348699
2348697 -> 2348700
2348698 -> 2348701
2348698 -> 2348702
