method: org.apache.fop.area.inline.ForeignObject.<init>:1060026201
84553 -> 84554
84555 -> 84556
84557 -> 84558
84554 -> 84559
84556 -> 84560
84558 -> 84561
84559 -> 84562
84560 -> 84563
84561 -> 84564
84562 -> 84565
84563 -> 84566
84564 -> 84567
84565 -> 84568
84566 -> 84569
84567 -> 84570
84568 -> 84571
84569 -> 84572
84570 -> 84573
84568 -> 84574
