method: org.apache.fop.layoutmgr.inline.LineLayoutManager$Update.access$1900:1449715617
1226797 -> 1226798
1226799 -> 1226800
1226797 -> 1226801
1226798 -> 1226802
1226800 -> 1226803
1226801 -> 1226804
1226802 -> 1226805
1226803 -> 1226806
1226804 -> 1226807
1226805 -> 1226808
1226806 -> 1226809
1226807 -> 1226810
1226807 -> 1226811
