method: org.apache.fop.fonts.LazyFont.hasChar:903753222
821430 -> 821431
821432 -> 821433
821430 -> 821434
821431 -> 821435
821433 -> 821436
821434 -> 821437
821435 -> 821438
821436 -> 821439
821437 -> 821440
821438 -> 821441
821439 -> 821442
821440 -> 821443
821441 -> 821444
821442 -> 821445
821443 -> 821446
821444 -> 821447
821445 -> 821448
821446 -> 821449
821447 -> 821450
821448 -> 821451
821449 -> 821452
821450 -> 821453
821451 -> 821454
821452 -> 821455
821450 -> 821456
