method: org.apache.fop.render.ps.PSTextPainter.selectTo:1555519997
2210632 -> 2210633
2210634 -> 2210635
2210636 -> 2210637
2210633 -> 2210638
2210635 -> 2210639
2210637 -> 2210640
2210638 -> 2210641
2210639 -> 2210642
2210640 -> 2210643
2210641 -> 2210644
2210642 -> 2210645
2210643 -> 2210646
2210644 -> 2210647
2210645 -> 2210648
2210646 -> 2210649
2210647 -> 2210650
2210648 -> 2210651
2210649 -> 2210652
2210647 -> 2210653
