method: org.apache.fop.fo.properties.CommonBorderPaddingBackground.getImageInfo:1356594539
368433 -> 368434
368435 -> 368436
368433 -> 368437
368434 -> 368438
368436 -> 368439
368437 -> 368440
368438 -> 368441
368439 -> 368442
368440 -> 368443
368441 -> 368444
368442 -> 368445
368443 -> 368446
368443 -> 368447
