method: org.apache.fop.fonts.type1.AFMParser$StartFontMetrics.<init>:936861478
891483 -> 891484
891485 -> 891486
891487 -> 891488
891484 -> 891489
891486 -> 891490
891488 -> 891491
891489 -> 891492
891490 -> 891493
891491 -> 891494
891492 -> 891495
891493 -> 891496
891494 -> 891497
891495 -> 891498
891496 -> 891499
891497 -> 891500
891495 -> 891501
