method: org.apache.fop.fo.properties.Property.isAuto:345385508
407433 -> 407434
407435 -> 407436
407434 -> 407437
407436 -> 407438
407437 -> 407439
407438 -> 407440
407439 -> 407441
407440 -> 407442
407441 -> 407443
407442 -> 407444
407441 -> 407445
407442 -> 407446
407445 -> 407447
407446 -> 407448
407447 -> 407449
407448 -> 407450
407443 -> 407449
407444 -> 407450
407449 -> 407451
407450 -> 407452
407449 -> 407453
