method: org.apache.fop.render.java2d.SystemFontMetricsMapper.getEmbedFontName:426136837
1933519 -> 1933520
1933521 -> 1933522
1933519 -> 1933523
1933520 -> 1933524
1933522 -> 1933525
1933523 -> 1933526
1933524 -> 1933527
1933525 -> 1933528
1933527 -> 1933529
1933528 -> 1933530
1933531 -> 1933532
1933529 -> 1933533
1933530 -> 1933534
1933532 -> 1933535
1933532 -> 1933536
