method: org.apache.fop.fo.flow.table.VariableColRowGroupBuilder$3.play:442427459
244152 -> 244153
244154 -> 244155
244156 -> 244157
244153 -> 244158
244155 -> 244159
244157 -> 244160
244158 -> 244161
244159 -> 244162
244160 -> 244163
244161 -> 244164
244162 -> 244165
244163 -> 244166
244164 -> 244167
244165 -> 244168
244166 -> 244169
244164 -> 244170
