method: org.apache.fop.render.rtf.rtflib.rtfdoc.RtfTextrun.popInlineAttributes:1201942846
2349356 -> 2349357
2349358 -> 2349359
2349356 -> 2349360
2349357 -> 2349361
2349359 -> 2349362
2349360 -> 2349363
2349361 -> 2349364
2349362 -> 2349365
2349363 -> 2349366
2349364 -> 2349367
2349365 -> 2349368
2349366 -> 2349369
2349367 -> 2349370
2349368 -> 2349371
2349369 -> 2349372
2349370 -> 2349373
2349371 -> 2349374
2349372 -> 2349375
2349370 -> 2349376
