method: org.apache.fop.fo.properties.CharacterProperty.getObject:2054205130
363761 -> 363762
363763 -> 363764
363761 -> 363765
363762 -> 363766
363764 -> 363767
363765 -> 363768
363766 -> 363769
363767 -> 363770
363769 -> 363771
363770 -> 363772
363773 -> 363774
363771 -> 363775
363772 -> 363776
363774 -> 363777
363775 -> 363778
363776 -> 363779
363777 -> 363780
363777 -> 363781
