method: org.apache.fop.render.afp.fonts.OutlineFont.getFirstChar:60663455
1800986 -> 1800987
1800988 -> 1800989
1800986 -> 1800990
1800987 -> 1800991
1800989 -> 1800992
1800990 -> 1800993
1800991 -> 1800994
1800992 -> 1800995
1800993 -> 1800996
1800994 -> 1800997
1800995 -> 1800998
1800996 -> 1800999
1800997 -> 1801000
1800998 -> 1801001
1800999 -> 1801002
1801000 -> 1801003
1801001 -> 1801004
1801002 -> 1801005
1801000 -> 1801006
