method: org.apache.fop.hyphenation.TernaryTree.keys:104846096
959558 -> 959559
959560 -> 959561
959558 -> 959562
959559 -> 959563
959561 -> 959564
959562 -> 959565
959563 -> 959566
959564 -> 959567
959566 -> 959568
959567 -> 959569
959570 -> 959571
959568 -> 959572
959569 -> 959573
959571 -> 959574
959571 -> 959575
