method: org.apache.fop.fonts.FontTriplet.hashCode:1373800440
805381 -> 805382
805383 -> 805384
805381 -> 805385
805382 -> 805386
805384 -> 805387
805385 -> 805388
805386 -> 805389
805387 -> 805390
805389 -> 805391
805390 -> 805392
805393 -> 805394
805391 -> 805395
805392 -> 805396
805394 -> 805397
805395 -> 805398
805396 -> 805399
805397 -> 805400
805398 -> 805401
805399 -> 805402
805400 -> 805403
805398 -> 805404
