method: org.apache.fop.fonts.truetype.FontFileReader.readTTFShort:104867054
827519 -> 827520
827521 -> 827522
827520 -> 827523
827522 -> 827524
827523 -> 827525
827524 -> 827526
827525 -> 827527
827526 -> 827528
827527 -> 827529
827528 -> 827530
827529 -> 827531
827530 -> 827532
827531 -> 827533
827532 -> 827534
827533 -> 827535
827534 -> 827536
827535 -> 827537
827536 -> 827538
827537 -> 827539
827538 -> 827540
827539 -> 827541
827540 -> 827542
827539 -> 827543
