method: org.apache.fop.pdf.PDFFont.setEncoding:687180754
1609612 -> 1609613
1609614 -> 1609615
1609616 -> 1609617
1609613 -> 1609618
1609615 -> 1609619
1609617 -> 1609620
1609618 -> 1609621
1609619 -> 1609622
1609620 -> 1609623
1609621 -> 1609624
1609622 -> 1609625
1609623 -> 1609626
1609621 -> 1609627
1609622 -> 1609628
1609623 -> 1609629
1609627 -> 1609624
1609628 -> 1609625
1609629 -> 1609626
1609624 -> 1609630
1609625 -> 1609631
1609626 -> 1609632
1609624 -> 1609633
