method: org.apache.fop.fonts.type1.AFMFile.setAscender:1768978419
885113 -> 885114
885115 -> 885116
885117 -> 885118
885114 -> 885119
885116 -> 885120
885118 -> 885121
885119 -> 885122
885120 -> 885123
885121 -> 885124
885122 -> 885125
885123 -> 885126
885124 -> 885127
885125 -> 885128
885126 -> 885129
885127 -> 885130
885125 -> 885131
