method: org.apache.fop.layoutmgr.LayoutContext.isKeepWithPreviousPending:70207777
1327360 -> 1327361
1327362 -> 1327363
1327361 -> 1327364
1327363 -> 1327365
1327364 -> 1327366
1327365 -> 1327367
1327366 -> 1327368
1327367 -> 1327369
1327368 -> 1327370
1327369 -> 1327371
1327368 -> 1327372
1327369 -> 1327373
1327372 -> 1327374
1327373 -> 1327375
1327374 -> 1327376
1327375 -> 1327377
1327370 -> 1327376
1327371 -> 1327377
1327376 -> 1327378
1327377 -> 1327379
1327376 -> 1327380
