method: org.apache.fop.fo.flow.AbstractPageNumberCitation.getCommonBorderPaddingBackground:55983552
184731 -> 184732
184733 -> 184734
184731 -> 184735
184732 -> 184736
184734 -> 184737
184735 -> 184738
184736 -> 184739
184737 -> 184740
184738 -> 184741
184739 -> 184742
184740 -> 184743
184741 -> 184744
184741 -> 184745
