method: org.apache.fop.fonts.truetype.FontFileReader.readTTFUByte:1927553319
827369 -> 827370
827371 -> 827372
827370 -> 827373
827372 -> 827374
827373 -> 827375
827374 -> 827376
827375 -> 827377
827376 -> 827378
827377 -> 827379
827378 -> 827380
827377 -> 827381
827378 -> 827382
827381 -> 827383
827382 -> 827384
827383 -> 827385
827384 -> 827386
827383 -> 827387
827379 -> 827385
827380 -> 827386
827379 -> 827387
