method: org.apache.fop.render.afp.fonts.FopCharacterSet.getXHeight:594751749
1800841 -> 1800842
1800843 -> 1800844
1800841 -> 1800845
1800842 -> 1800846
1800844 -> 1800847
1800845 -> 1800848
1800846 -> 1800849
1800847 -> 1800850
1800848 -> 1800851
1800849 -> 1800852
1800850 -> 1800853
1800851 -> 1800854
1800852 -> 1800855
1800853 -> 1800856
1800854 -> 1800857
1800855 -> 1800858
1800856 -> 1800859
1800857 -> 1800860
1800858 -> 1800861
1800859 -> 1800862
1800860 -> 1800863
1800858 -> 1800864
