method: org.apache.fop.layoutmgr.inline.KnuthInlineBox.getAlignmentContext:549065838
1202443 -> 1202444
1202445 -> 1202446
1202443 -> 1202447
1202444 -> 1202448
1202446 -> 1202449
1202447 -> 1202450
1202448 -> 1202451
1202449 -> 1202452
1202450 -> 1202453
1202451 -> 1202454
1202452 -> 1202455
1202453 -> 1202456
1202453 -> 1202457
