method: org.apache.fop.fo.PropertyList.getAuralProps:280723379
429275 -> 429276
429277 -> 429278
429275 -> 429279
429275 -> 429280
429276 -> 429281
429278 -> 429282
429279 -> 429283
429280 -> 429284
429281 -> 429285
429282 -> 429286
429284 -> 429287
429285 -> 429288
429286 -> 429289
429290 -> 429291
429287 -> 429292
429288 -> 429293
429289 -> 429294
429291 -> 429295
429291 -> 429296
429293 -> 429297
429294 -> 429298
429296 -> 429299
429295 -> 429300
429295 -> 429301
