method: org.apache.fop.render.java2d.SystemFontMetricsMapper.getFontName:500001764
1933504 -> 1933505
1933506 -> 1933507
1933504 -> 1933508
1933505 -> 1933509
1933507 -> 1933510
1933508 -> 1933511
1933509 -> 1933512
1933510 -> 1933513
1933511 -> 1933514
1933512 -> 1933515
1933513 -> 1933516
1933514 -> 1933517
1933514 -> 1933518
