method: org.apache.fop.util.CharUtilities.isNonBreakableSpace:2081002764
2600757 -> 2600758
2600758 -> 2600759
2600759 -> 2600760
2600759 -> 2600761
2600761 -> 2600760
2600761 -> 2600762
2600762 -> 2600760
2600762 -> 2600763
2600763 -> 2600760
2600763 -> 2600764
2600764 -> 2600765
2600764 -> 2600760
2600760 -> 2600766
2600766 -> 2600767
2600765 -> 2600767
2600767 -> 2600768
2600767 -> 2600769
