method: org.apache.fop.layoutmgr.SpaceResolver$SpaceHandlingPosition.getSpaceResolver:346800804
1407419 -> 1407420
1407421 -> 1407422
1407419 -> 1407423
1407420 -> 1407424
1407422 -> 1407425
1407423 -> 1407426
1407424 -> 1407427
1407425 -> 1407428
1407426 -> 1407429
1407427 -> 1407430
1407428 -> 1407431
1407429 -> 1407432
1407429 -> 1407433
