method: org.apache.fop.fonts.truetype.FontFileReader.<init>:1976279009
826996 -> 826997
826998 -> 826999
827000 -> 827001
826997 -> 827002
826999 -> 827003
827001 -> 827004
827002 -> 827005
827003 -> 827006
827004 -> 827007
827005 -> 827008
827006 -> 827009
827007 -> 827010
827008 -> 827011
827009 -> 827012
827010 -> 827013
827011 -> 827014
827012 -> 827015
827013 -> 827016
827011 -> 827017
