method: org.apache.fop.layoutmgr.KnuthBlockBox.getFootnoteBodyLMs:1909098830
1324934 -> 1324935
1324936 -> 1324937
1324934 -> 1324938
1324935 -> 1324939
1324937 -> 1324940
1324938 -> 1324941
1324939 -> 1324942
1324940 -> 1324943
1324941 -> 1324944
1324942 -> 1324945
1324943 -> 1324946
1324944 -> 1324947
1324944 -> 1324948
