method: org.apache.fop.layoutmgr.AbstractBreaker.updateLayoutContext:1899233763
974358 -> 974359
974360 -> 974361
974362 -> 974363
974359 -> 974364
974361 -> 974365
974363 -> 974366
974364 -> 974367
974365 -> 974368
974366 -> 974369
974367 -> 974370
974368 -> 974371
974369 -> 974372
974367 -> 974373
