method: org.apache.fop.fonts.type1.AFMCharMetrics.hasCharCode:1558406503
884183 -> 884184
884185 -> 884186
884184 -> 884187
884186 -> 884188
884187 -> 884189
884188 -> 884190
884189 -> 884191
884190 -> 884192
884189 -> 884193
884190 -> 884194
884193 -> 884195
884194 -> 884196
884195 -> 884197
884196 -> 884198
884191 -> 884197
884192 -> 884198
884197 -> 884199
884198 -> 884200
884197 -> 884201
