method: org.apache.fop.render.ps.extensions.PSExtensionHandlerFactory.getSupportedNamespaces:693606585
2122296 -> 2122297
2122298 -> 2122299
2122296 -> 2122300
2122297 -> 2122301
2122299 -> 2122302
2122300 -> 2122303
2122301 -> 2122304
2122302 -> 2122305
2122303 -> 2122306
2122304 -> 2122307
2122305 -> 2122308
2122306 -> 2122309
2122306 -> 2122310
