method: org.apache.fop.fonts.Glyphs.charToGlyphName:1710434266
807283 -> 807284
807283 -> 807285
807283 -> 807286
807284 -> 807287
807285 -> 807288
807286 -> 807289
807287 -> 807290
807289 -> 807291
807290 -> 807292
807293 -> 807294
807291 -> 807295
807292 -> 807296
807294 -> 807297
807296 -> 807298
807297 -> 807299
807300 -> 807301
807298 -> 807302
807299 -> 807303
807302 -> 807304
807303 -> 807305
807306 -> 807307
807304 -> 807308
807305 -> 807309
807307 -> 807310
807307 -> 807311
